State,School district,LEAID,"Total number of  grade 8 students",Number of grade 8 students enrolled in Algebra I,Percentage of grade 8 students enrolled in Algebra I 
TX,CHAPEL HILL ISD,4813680,71,0,0
TX,CHARLOTTE ISD,4813710,39,0,0
TX,CHEROKEE ISD,4813740,8,2,25
TX,CHESTER ISD,4813770,11,0,0
TX,CHICO ISD,4813800,44,0,0
TX,CHILDRESS ISD,4813860,99,0,0
TX,CHILLICOTHE ISD,4813890,14,0,0
TX,CHILTON ISD,4813920,37,18,48.64864865
TX,CHINA SPRING ISD,4813960,199,44,22.11055276
TX,CHIRENO ISD,4813980,24,0,0
TX,CHRISTOVAL ISD,4814010,44,21,47.72727273
TX,CISCO ISD,4814070,62,0,0
TX,CITY VIEW ISD,4814130,76,17,22.36842105
TX,CLARENDON ISD,4814160,23,9,39.13043478
TX,CLARKSVILLE ISD,4814190,42,0,0
TX,CLAUDE ISD,4814250,25,0,0
TX,CLEAR CREEK ISD,4814280,3133,728,23.23651452
TX,CLEBURNE ISD,4814310,508,86,16.92913386
TX,CLEVELAND ISD,4814370,290,58,20
TX,CLIFTON ISD,4814400,76,25,32.89473684
TX,CLINT ISD,4814430,855,95,11.11111111
TX,CLYDE CISD,4814450,128,29,22.65625
TX,COAHOMA ISD,4814490,58,0,0
TX,COLDSPRING-OAKHURST CISD,4814520,101,29,28.71287129
TX,COLEMAN ISD,4814550,59,0,0
TX,COLLINSVILLE ISD,4814580,42,21,50
TX,COLMESNEIL ISD,4814600,28,12,42.85714286
TX,COLORADO ISD,4814640,58,0,0
TX,COLUMBIA-BRAZORIA ISD,4814670,234,55,23.5042735
TX,COLUMBUS ISD,4814700,117,28,23.93162393
TX,COMAL ISD,4814730,1638,579,35.34798535
TX,COMANCHE ISD,4814760,89,0,0
TX,COMFORT ISD,4814790,89,0,0
TX,COMMERCE ISD,4814820,114,45,39.47368421
TX,COMMUNITY ISD,4814850,156,29,18.58974359
TX,COMO-PICKTON CISD,4814880,50,0,0
TX,COMSTOCK ISD,4814920,14,8,57.14285714
TX,CONNALLY ISD,4814970,142,47,33.09859155
TX,CONROE ISD,4815000,4491,1359,30.26052104
TX,COOLIDGE ISD,4815120,21,0,0
TX,COOPER ISD,4815150,55,0,0
TX,LUBBOCK-COOPER ISD,4815180,433,2,0.461893764
TX,COPPELL ISD,4815210,960,476,49.58333333
TX,COPPERAS COVE ISD,4815240,573,150,26.17801047
TX,CORPUS CHRISTI ISD,4815270,2951,528,17.89223992
TX,CORRIGAN-CAMDEN ISD,4815300,79,0,0
TX,CORSICANA ISD,4815330,400,102,25.5
TX,COTTON CENTER ISD,4815360,10,0,0
TX,COTULLA ISD,4815400,87,18,20.68965517
TX,COUPLAND ISD,4815420,8,4,50
TX,COVINGTON ISD,4815480,24,0,0
TX,CRANDALL ISD,4815510,245,64,26.12244898
TX,CRANE ISD,4815540,75,11,14.66666667
TX,CRANFILLS GAP ISD,4815570,13,0,0
TX,CRAWFORD ISD,4815600,49,19,38.7755102
TX,CROCKETT COUNTY CONSOLIDATED CSD,4815690,62,12,19.35483871
TX,CROCKETT ISD,4815720,96,14,14.58333333
TX,CROSBY ISD,4815750,444,97,21.84684685
TX,CROSS PLAINS ISD,4815810,16,0,0
TX,CROSS ROADS ISD,4815840,48,0,0
TX,CROWELL ISD,4815870,18,0,0
TX,CROWLEY ISD,4815910,1107,133,12.01445348
TX,CRYSTAL CITY ISD,4815930,143,28,19.58041958
TX,CUERO ISD,4815960,165,33,20
TX,CULBERSON COUNTY-ALLAMOORE ISD,4815990,32,10,31.25
TX,CUMBY ISD,4816020,17,0,0
TX,CUSHING ISD,4816080,42,15,35.71428571
TX,CYPRESS-FAIRBANKS ISD,4816110,8538,3252,38.08854533
TX,D'HANIS ISD,4816140,24,9,37.5
TX,DAINGERFIELD-LONE STAR ISD,4816180,59,4,6.779661017
TX,DALHART ISD,4816200,145,37,25.51724138
TX,DALLAS ISD,4816230,10103,2218,21.95387509
TX,DAMON ISD,4816260,15,8,53.33333333
TX,DANBURY ISD,4816290,75,30,40
TX,DARROUZETT ISD,4816320,5,0,0
TX,DAWSON ISD,4816350,11,0,0
TX,DAWSON ISD,4816380,33,0,0
TX,DAYTON ISD,4816410,403,81,20.09925558
TX,DE LEON ISD,4816440,50,0,0
TX,DECATUR ISD,4816500,244,55,22.54098361
TX,DEER PARK ISD,4816530,1046,289,27.6290631
TX,DEKALB ISD,4816570,63,21,33.33333333
TX,DEL VALLE ISD,4816620,842,169,20.07125891
TX,DELL CITY ISD,4816650,9,0,0
TX,DENISON ISD,4816710,337,87,25.81602374
TX,DENTON ISD,4816740,2094,257,12.27316141
TX,DENVER CITY ISD,4816770,114,0,0
TX,DESOTO ISD,4816860,797,173,21.706399
TX,DETROIT ISD,4816890,40,0,0
TX,DEVERS ISD,4816920,13,8,61.53846154
TX,DEVINE ISD,4816950,136,0,0
TX,DEW ISD,4816980,11,7,63.63636364
TX,DEWEYVILLE ISD,4817010,51,0,0
TX,DIBOLL ISD,4817040,147,26,17.68707483
TX,DICKINSON ISD,4817070,741,111,14.97975709
TX,DILLEY ISD,4817100,76,9,11.84210526
TX,DIME BOX ISD,4817130,11,0,0
TX,DIMMITT ISD,4817160,87,14,16.09195402
TX,DODD CITY ISD,4817280,32,0,0
TX,DONNA ISD,4817390,1132,101,8.922261484
TX,DOUGLASS ISD,4817460,38,13,34.21052632
TX,DRISCOLL ISD,4817550,23,11,47.82608696
TX,DUBLIN ISD,4817580,89,11,12.35955056
TX,DUMAS ISD,4817610,318,61,19.18238994
TX,DUNCANVILLE ISD,4817640,1038,170,16.37764933
TX,EAGLE MT-SAGINAW ISD,4817700,1499,2,0.133422282
TX,EAGLE PASS ISD,4817730,1191,0,0
TX,EANES ISD,4817760,674,333,49.40652819
TX,EARLY ISD,4817790,111,2,1.801801802
TX,EAST BERNARD ISD,4817830,88,0,0
TX,EAST CENTRAL ISD,4817850,777,234,30.11583012
TX,EAST CHAMBERS ISD,4817880,118,31,26.27118644
TX,EASTLAND ISD,4817960,91,0,0
TX,ECTOR COUNTY ISD,4818000,2370,608,25.65400844
TX,ECTOR ISD,4818030,24,0,0
TX,EDCOUCH-ELSA ISD,4818060,372,27,7.258064516
TX,EDEN CISD,4818070,12,0,0
TX,EDGEWOOD ISD,4818120,84,16,19.04761905
TX,EDGEWOOD ISD,4818150,722,162,22.43767313
TX,EDINBURG CISD,4818180,2552,641,25.11755486
TX,EDNA ISD,4818210,125,2,1.6
TX,EL CAMPO ISD,4818280,289,74,25.60553633
TX,EL PASO ISD,4818300,4239,965,22.76480302
TX,ELECTRA ISD,4818330,27,0,0
TX,ELGIN ISD,4818360,331,121,36.55589124
TX,ELKHART ISD,4818390,101,21,20.79207921
TX,ELYSIAN FIELDS ISD,4818480,60,15,25
TX,ENNIS ISD,4818540,431,87,20.18561485
TX,ERA ISD,4818600,40,23,57.5
TX,ETOILE ISD,4818660,9,4,44.44444444
TX,EULA ISD,4818690,34,0,0
TX,EUSTACE ISD,4818720,127,0,0
TX,EVADALE ISD,4818750,35,0,0
TX,EVANT ISD,4818780,23,4,17.39130435
TX,EVERMAN ISD,4818810,407,99,24.32432432
TX,EXCELSIOR ISD,4818840,10,0,0
TX,EZZELL ISD,4818890,6,0,0
TX,FABENS ISD,4818900,180,18,10
TX,FAIRFIELD ISD,4818940,151,19,12.58278146
TX,FALLS CITY ISD,4819020,32,0,0
TX,FANNINDEL ISD,4819050,7,0,0
TX,FARMERSVILLE ISD,4819080,126,46,36.50793651
TX,FARWELL ISD,4819110,44,0,0
TX,FAYETTEVILLE ISD,4819140,23,10,43.47826087
TX,FERRIS ISD,4819170,176,49,27.84090909
TX,FLATONIA ISD,4819280,38,8,21.05263158
TX,FLORENCE ISD,4819320,81,25,30.86419753
TX,FLORESVILLE ISD,4819350,296,28,9.459459459
TX,FLOUR BLUFF ISD,4819380,450,139,30.88888889
TX,FLOYDADA ISD,4819440,39,0,0
TX,FOLLETT ISD,4819500,12,0,0
TX,FORESTBURG ISD,4819530,12,0,0
TX,FORNEY ISD,4819560,730,132,18.08219178
TX,FORSAN ISD,4819620,54,20,37.03703704
TX,FORT BEND ISD,4819650,5633,1507,26.75306231
TX,FORT WORTH ISD,4819700,5934,1149,19.36299292
TX,FRANKLIN ISD,4819740,67,21,31.34328358
TX,FRANKSTON ISD,4819770,59,0,0
TX,FREER ISD,4819820,49,12,24.48979592
TX,FRENSHIP ISD,4819830,659,168,25.49317147
TX,FREDERICKSBURG ISD,4819840,212,68,32.0754717
TX,FRIENDSWOOD ISD,4819950,507,134,26.42998028
TX,FRIONA ISD,4819980,90,10,11.11111111
TX,FRISCO ISD,4820010,4055,1526,37.6325524
TX,FROST ISD,4820040,24,0,0
TX,FRUITVALE ISD,4820070,21,2,9.523809524
TX,FT DAVIS ISD,4820100,21,6,28.57142857
TX,FT HANCOCK ISD,4820130,35,10,28.57142857
TX,FT SAM HOUSTON ISD,4820160,110,0,0
TX,FORT STOCKTON ISD,4820190,172,15,8.720930233
TX,GAINESVILLE ISD,4820220,194,38,19.58762887
TX,GALENA PARK ISD,4820250,1701,407,23.9271017
TX,GALVESTON ISD,4820280,465,106,22.79569892
TX,GANADO ISD,4820310,58,11,18.96551724
TX,GARLAND ISD,4820340,4273,1466,34.3084484
TX,GARNER ISD,4820370,13,7,53.84615385
TX,GARRISON ISD,4820400,63,0,0
TX,GARY ISD,4820460,30,0,0
TX,GATESVILLE ISD,4820500,222,34,15.31531532
TX,GAUSE ISD,4820520,15,0,0
TX,GEORGE WEST ISD,4820550,101,14,13.86138614
TX,GEORGETOWN ISD,4820600,857,0,0
TX,GHOLSON ISD,4820610,25,0,0
TX,GIDDINGS ISD,4820640,128,25,19.53125
TX,GILMER ISD,4820700,185,0,0
TX,GLADEWATER ISD,4820760,140,0,0
TX,GLASSCOCK COUNTY ISD,4820790,26,0,0
TX,GLEN ROSE ISD,4820850,120,29,24.16666667
TX,GODLEY ISD,4820960,144,20,13.88888889
TX,GOLD BURG ISD,4820970,9,0,0
TX,GOLDTHWAITE ISD,4821000,58,15,25.86206897
TX,GOLIAD ISD,4821030,100,17,17
TX,GONZALES ISD,4821060,214,41,19.1588785
TX,GOODRICH ISD,4821090,16,6,37.5
TX,GOOSE CREEK CISD,4821150,1727,153,8.859293573
TX,GORDON ISD,4821180,15,0,0
TX,GORMAN ISD,4821270,23,7,30.43478261
TX,GRADY ISD,4821300,16,0,0
TX,GRAFORD ISD,4821330,22,0,0
TX,GRAHAM ISD,4821360,195,31,15.8974359
TX,GRANBURY ISD,4821390,518,223,43.05019305
TX,GRAND PRAIRIE ISD,4821420,2217,398,17.95218764
TX,GRAND SALINE ISD,4821450,74,20,27.02702703
TX,GRANDFALLS-ROYALTY ISD,4821480,14,0,0
TX,GRANDVIEW ISD,4821540,80,34,42.5
TX,GRANGER ISD,4821590,29,0,0
TX,GRAPE CREEK ISD,4821600,76,0,0
TX,GRAPELAND ISD,4821630,35,10,28.57142857
TX,GRAPEVINE-COLLEYVILLE ISD,4821660,1091,0,0
TX,GREENVILLE ISD,4821720,371,88,23.71967655
TX,GREENWOOD ISD,4821750,193,37,19.17098446
TX,GREGORY-PORTLAND ISD,4821780,360,76,21.11111111
TX,GROESBECK ISD,4821810,130,99,76.15384615
TX,GROOM ISD,4821840,16,0,0
TX,GROVETON ISD,4821900,50,37,74
TX,GRUVER ISD,4821930,27,9,33.33333333
TX,GUNTER ISD,4821960,71,39,54.92957746
TX,GUSTINE ISD,4821990,17,0,0
TX,GUTHRIE CSD,4822020,8,0,0
TX,HALE CENTER ISD,4822050,49,0,0
TX,HALLETTSVILLE ISD,4822120,68,0,0
TX,HALLSVILLE ISD,4822170,382,73,19.10994764
TX,HAMILTON ISD,4822230,55,13,23.63636364
TX,HAMLIN ISD,4822260,33,0,0
TX,HAMSHIRE-FANNETT ISD,4822320,146,24,16.43835616
TX,HAPPY ISD,4822350,13,0,0
TX,HARDIN ISD,4822380,113,6,5.309734513
TX,HARDIN-JEFFERSON ISD,4822410,179,28,15.6424581
TX,HARLANDALE ISD,4822470,990,204,20.60606061
TX,HARLETON ISD,4822500,64,0,0
TX,HARLINGEN CISD,4822530,1290,193,14.96124031
TX,HARMONY ISD,4822560,76,0,0
TX,HARPER ISD,4822590,41,0,0
TX,HARROLD ISD,4822620,9,0,0
TX,HARTLEY ISD,4822680,14,0,0
TX,HARTS BLUFF ISD,4822710,55,19,34.54545455
TX,HASKELL CISD,4822740,47,9,19.14893617
TX,HAWKINS ISD,4822770,68,0,0
TX,HAWLEY ISD,4822800,61,20,32.78688525
TX,HEARNE ISD,4822830,68,0,0
TX,HEDLEY ISD,4822850,7,0,0
TX,HEMPHILL ISD,4822890,64,0,0
TX,HEMPSTEAD ISD,4822920,125,32,25.6
TX,HENDERSON ISD,4822970,246,53,21.54471545
TX,HENRIETTA ISD,4822980,78,10,12.82051282
TX,HEREFORD ISD,4823010,319,6,1.880877743
TX,HERMLEIGH ISD,4823040,17,0,0
TX,HICO ISD,4823070,38,15,39.47368421
TX,HIDALGO ISD,4823100,232,64,27.5862069
TX,HIGGINS ISD,4823140,13,0,0
TX,HIGHLAND ISD,4823190,19,0,0
TX,HIGHLAND PARK ISD,4823250,560,44,7.857142857
TX,HILLSBORO ISD,4823280,129,36,27.90697674
TX,HITCHCOCK ISD,4823310,101,0,0
TX,HOLLAND ISD,4823370,65,0,0
TX,HOLLIDAY ISD,4823400,77,19,24.67532468
TX,HONDO ISD,4823430,157,26,16.56050955
TX,HONEY GROVE ISD,4823460,56,0,0
TX,HOOKS ISD,4823490,69,0,0
TX,HOUSTON ISD,4823640,13423,2688,20.02532966
TX,HOWE ISD,4823670,75,18,24
TX,HUBBARD ISD,4823700,3,0,0
TX,HUBBARD ISD,4823730,34,17,50
TX,HUCKABAY ISD,4823760,11,6,54.54545455
TX,HUDSON ISD,4823790,209,47,22.48803828
TX,HUFFMAN ISD,4823820,305,81,26.55737705
TX,HUGHES SPRINGS ISD,4823850,77,0,0
TX,HULL-DAISETTA ISD,4823880,36,32,88.88888889
TX,HUMBLE ISD,4823910,3153,1262,40.02537266
TX,HUNT ISD,4823970,14,4,28.57142857
TX,HUNTINGTON ISD,4824000,129,0,0
TX,HUNTSVILLE ISD,4824030,551,167,30.30852995
TX,HURST-EULESS-BEDFORD ISD,4824060,1643,533,32.44065733
TX,HUTTO ISD,4824100,473,123,26.00422833
TX,IDALOU ISD,4824120,71,24,33.8028169
TX,INDUSTRIAL ISD,4824150,93,22,23.65591398
TX,INGLESIDE ISD,4824180,168,25,14.88095238
TX,INGRAM ISD,4824210,78,20,25.64102564
TX,IOLA ISD,4824240,34,7,20.58823529
TX,IOWA PARK CISD,4824260,131,0,0
TX,IRA ISD,4824300,33,0,0
TX,IRAAN-SHEFFIELD ISD,4824330,30,0,0
TX,IREDELL ISD,4824360,7,0,0
TX,IRVING ISD,4824420,2382,635,26.65827036
TX,ITALY ISD,4824450,45,17,37.77777778
TX,ITASCA ISD,4824480,44,0,0
TX,JACKSBORO ISD,4824530,74,18,24.32432432
TX,JACKSONVILLE ISD,4824590,367,89,24.2506812
TX,JARRELL ISD,4824600,94,17,18.08510638
TX,JASPER ISD,4824630,181,35,19.33701657
TX,JAYTON-GIRARD ISD,4824660,12,4,33.33333333
TX,JEFFERSON ISD,4824730,84,2,2.380952381
TX,JIM NED CISD,4824780,91,33,36.26373626
TX,JOAQUIN ISD,4824810,56,0,0
TX,JOHNSON CITY ISD,4824840,62,14,22.58064516
TX,JONESBORO ISD,4824900,13,0,0
TX,JOSHUA ISD,4824930,395,95,24.05063291
TX,JOURDANTON ISD,4824960,127,0,0
TX,JUDSON ISD,4824990,1718,372,21.65308498
TX,JUNCTION ISD,4825020,44,0,0
TX,KARNACK ISD,4825110,4,0,0
TX,KARNES CITY ISD,4825140,83,12,14.45783133
TX,KATY ISD,4825170,5513,2094,37.98294939
TX,KAUFMAN ISD,4825200,289,83,28.71972318
TX,KEENE ISD,4825230,76,0,0
TX,KELLER ISD,4825260,2679,980,36.58081374
TX,KEMP ISD,4825320,115,19,16.52173913
TX,KENEDY ISD,4825440,57,0,0
TX,KENNARD ISD,4825470,21,0,0
TX,KENNEDALE ISD,4825500,252,50,19.84126984
TX,KERENS ISD,4825530,46,19,41.30434783
TX,KERMIT ISD,4825560,100,12,12
TX,KERRVILLE ISD,4825590,373,36,9.651474531
TX,KILGORE ISD,4825620,299,0,0
TX,KILLEEN ISD,4825660,2843,519,18.25536405
TX,KINGSVILLE ISD,4825680,230,27,11.73913043
TX,KIRBYVILLE CISD,4825710,102,15,14.70588235
TX,KLEIN ISD,4825740,3830,1289,33.65535248
TX,KLONDIKE ISD,4825790,19,0,0
TX,KNIPPA ISD,4825800,27,8,29.62962963
TX,KNOX CITY-O'BRIEN CISD,4825870,20,0,0
TX,KOPPERL ISD,4825890,16,0,0
TX,KOUNTZE ISD,4825920,90,22,24.44444444
TX,KRESS ISD,4825950,15,0,0
TX,KRUM ISD,4825980,146,34,23.28767123
TX,LA FERIA ISD,4826040,280,65,23.21428571
TX,LA GRANGE ISD,4826100,165,51,30.90909091
TX,LA JOYA ISD,4826130,2178,278,12.76400367
TX,LA PORTE ISD,4826190,568,178,31.33802817
TX,LAPOYNOR ISD,4826220,40,0,0
TX,LA PRYOR ISD,4826250,45,18,40
TX,LA VEGA ISD,4826280,227,65,28.63436123
TX,LA VERNIA ISD,4826310,266,106,39.84962406
TX,LA VILLA ISD,4826340,36,0,0
TX,LACKLAND ISD,4826370,59,0,0
TX,LAGO VISTA ISD,4826400,92,41,44.56521739
TX,LAKE DALLAS ISD,4826430,347,0,0
TX,LAKE TRAVIS ISD,4826470,684,294,42.98245614
TX,LAKE WORTH ISD,4826490,251,54,21.51394422
TX,LAMAR CISD,4826580,2214,324,14.63414634
TX,LAMESA ISD,4826610,140,0,0
TX,LAMPASAS ISD,4826640,241,58,24.06639004
TX,LANCASTER ISD,4826670,558,74,13.26164875
TX,LANEVILLE ISD,4826700,13,0,0
TX,LAREDO ISD,4826790,1633,111,6.797305573
TX,LASARA ISD,4826850,43,19,44.18604651
TX,LATEXO ISD,4826910,37,23,62.16216216
TX,LAZBUDDIE ISD,4826970,14,0,0
TX,LEAKEY ISD,4827000,21,9,42.85714286
TX,LEANDER ISD,4827030,2935,1110,37.81942078
TX,LEARY ISD,4827060,9,0,0
TX,LEFORS ISD,4827090,13,0,0
TX,LEGGETT ISD,4827120,8,0,0
TX,LEON ISD,4827180,46,23,50
TX,LEONARD ISD,4827210,62,20,32.25806452
TX,LEVELLAND ISD,4827240,192,17,8.854166667
TX,LEVERETTS CHAPEL ISD,4827270,15,2,13.33333333
TX,LEWISVILLE ISD,4827300,4207,1357,32.2557642
TX,LEXINGTON ISD,4827330,72,18,25
TX,LIBERTY-EYLAU ISD,4827390,158,0,0
TX,LIBERTY HILL ISD,4827420,261,44,16.85823755
TX,LIBERTY ISD,4827450,131,16,12.21374046
TX,LINDALE ISD,4827510,291,74,25.42955326
TX,LINDEN-KILDARE CISD,4827540,64,19,29.6875
TX,LINDSAY ISD,4827570,45,18,40
TX,LINGLEVILLE ISD,4827600,17,0,0
TX,LIPAN ISD,4827630,22,0,0
TX,LITTLE CYPRESS-MAURICEVILLE CISD,4827690,283,77,27.20848057
TX,LITTLE ELM ISD,4827720,502,111,22.11155378
TX,LITTLEFIELD ISD,4827750,93,0,0
TX,LIVINGSTON ISD,4827780,316,56,17.72151899
TX,LLANO ISD,4827810,157,48,30.57324841
TX,LOCKHART ISD,4827870,370,135,36.48648649
TX,LOCKNEY ISD,4827890,27,4,14.81481481
TX,LOHN ISD,4827930,8,0,0
TX,LOMETA ISD,4827960,19,2,10.52631579
TX,LONDON ISD,4827990,69,18,26.08695652
TX,LONE OAK ISD,4828020,89,0,0
TX,LONGVIEW ISD,4828110,629,157,24.96025437
TX,LOOP ISD,4828140,13,0,0
TX,LORAINE ISD,4828170,14,0,0
TX,LORENA ISD,4828200,134,35,26.11940299
TX,LORENZO ISD,4828230,18,2,11.11111111
TX,LOS FRESNOS CISD,4828290,880,162,18.40909091
TX,LOUISE ISD,4828350,41,4,9.756097561
TX,LOVEJOY ISD,4828380,366,239,65.30054645
TX,LOVELADY ISD,4828410,38,16,42.10526316
TX,LUBBOCK ISD,4828500,2020,563,27.87128713
TX,LUEDERS-AVOCA ISD,4828530,15,0,0
TX,LUFKIN ISD,4828550,564,70,12.41134752
TX,LULING ISD,4828590,93,11,11.82795699
TX,LYFORD CISD,4828620,121,39,32.23140496
TX,LYTLE ISD,4828650,113,0,0
TX,MABANK ISD,4828680,258,75,29.06976744
TX,MADISONVILLE CISD,4828710,172,37,21.51162791
TX,MAGNOLIA ISD,4828740,1015,298,29.35960591
TX,MALAKOFF ISD,4828780,86,0,0
TX,MALONE ISD,4828800,6,0,0
TX,MANOR ISD,4828890,611,200,32.73322422
TX,MANSFIELD ISD,4828920,2610,980,37.54789272
TX,MARATHON ISD,4828980,4,0,0
TX,MARBLE FALLS ISD,4829010,332,77,23.19277108
TX,MARFA ISD,4829040,28,2,7.142857143
TX,MARION ISD,4829100,119,18,15.12605042
TX,MARLIN ISD,4829130,51,0,0
TX,MARSHALL ISD,4829160,372,102,27.41935484
TX,MART ISD,4829190,30,13,43.33333333
TX,MARTINS MILL ISD,4829220,39,18,46.15384615
TX,MARTINSVILLE ISD,4829250,28,7,25
TX,MASON ISD,4829280,43,15,34.88372093
TX,MATAGORDA ISD,4829370,13,0,0
TX,MATHIS ISD,4829400,133,0,0
TX,MAUD ISD,4829460,35,0,0
TX,MAY ISD,4829520,15,0,0
TX,MAYPEARL ISD,4829580,80,37,46.25
TX,MCALLEN ISD,4829670,1855,310,16.7115903
TX,MCCAMEY ISD,4829700,41,0,0
TX,MCDADE ISD,4829760,17,11,64.70588235
TX,MCGREGOR ISD,4829820,91,16,17.58241758
TX,MCKINNEY ISD,4829850,1950,639,32.76923077
TX,MCLEAN ISD,4829880,17,0,0
TX,MCLEOD ISD,4829910,27,0,0
TX,MCMULLEN COUNTY ISD,4829940,19,16,84.21052632
TX,MEADOW ISD,4830000,25,0,0
TX,MEDINA ISD,4830030,15,6,40
TX,MEDINA VALLEY ISD,4830060,367,83,22.61580381
TX,MELISSA ISD,4830120,164,13,7.926829268
TX,MEMPHIS ISD,4830180,37,14,37.83783784
TX,MENARD ISD,4830210,25,0,0
TX,MERCEDES ISD,4830250,5,0,0
TX,MERIDIAN ISD,4830300,37,14,37.83783784
TX,MERKEL ISD,4830340,63,0,0
TX,IRION COUNTY ISD,4830360,34,12,35.29411765
TX,MESQUITE ISD,4830390,3045,577,18.94909688
TX,MEXIA ISD,4830420,132,0,0
TX,MEYERSVILLE ISD,4830450,10,6,60
TX,MIAMI ISD,4830480,14,7,50
TX,MIDLAND ISD,4830570,1708,222,12.99765808
TX,MIDLOTHIAN ISD,4830600,704,63,8.948863636
TX,MIDWAY ISD,4830640,581,100,17.21170396
TX,MIDWAY ISD,4830660,8,0,0
TX,MILANO ISD,4830690,32,0,0
TX,MILDRED ISD,4830720,68,0,0
TX,MILES ISD,4830750,38,0,0
TX,MILFORD ISD,4830780,21,0,0
TX,MILLER GROVE ISD,4830810,19,2,10.52631579
TX,MILLSAP ISD,4830870,65,8,12.30769231
TX,MINEOLA ISD,4830930,106,22,20.75471698
TX,MINERAL WELLS ISD,4830950,227,47,20.70484581
TX,MISSION CISD,4831040,1100,95,8.636363636
TX,MONAHANS-WICKETT-PYOTE ISD,4831170,184,32,17.39130435
TX,MONTAGUE ISD,4831200,9,0,0
TX,MONTE ALTO ISD,4831230,74,10,13.51351351
TX,MONTGOMERY ISD,4831260,663,183,27.60180995
TX,MOODY ISD,4831290,63,8,12.6984127
TX,MORAN ISD,4831320,10,0,0
TX,MORGAN MILL ISD,4831410,10,0,0
TX,MORTON ISD,4831470,28,0,0
TX,MOTLEY COUNTY ISD,4831500,12,0,0
TX,MOULTON ISD,4831560,27,0,0
TX,MOUNT CALM ISD,4831620,10,10,100
TX,MOUNT ENTERPRISE ISD,4831650,28,0,0
TX,MOUNT PLEASANT ISD,4831760,344,69,20.05813953
TX,MOUNT VERNON ISD,4831770,127,22,17.32283465
TX,MUENSTER ISD,4831860,41,0,0
TX,MULESHOE ISD,4831890,92,0,0
TX,MULLIN ISD,4831920,23,0,0
TX,MUMFORD ISD,4831950,41,20,48.7804878
TX,MUNDAY CISD,4831970,25,0,0
TX,MURCHISON ISD,4832010,10,0,0
TX,NACOGDOCHES ISD,4832090,427,107,25.05854801
TX,NATALIA ISD,4832130,77,18,23.37662338
TX,NAVARRO ISD,4832160,140,54,38.57142857
TX,NAVASOTA ISD,4832190,220,54,24.54545455
TX,NAZARETH ISD,4832220,13,7,53.84615385
TX,NECHES ISD,4832250,34,0,0
TX,NEDERLAND ISD,4832280,361,51,14.12742382
TX,NEEDVILLE ISD,4832310,249,65,26.10441767
TX,NEW BOSTON ISD,4832340,122,19,15.57377049
TX,NEW BRAUNFELS ISD,4832370,649,638,98.30508475
TX,NEW CANEY ISD,4832400,1055,202,19.14691943
TX,NEW DEAL ISD,4832430,55,17,30.90909091
TX,NEW DIANA ISD,4832460,97,17,17.5257732
TX,NEW HOME ISD,4832490,20,11,55
TX,NEW SUMMERFIELD ISD,4832610,40,0,0
TX,NEW WAVERLY ISD,4832640,71,12,16.90140845
TX,NEWCASTLE ISD,4832700,23,4,17.39130435
TX,NEWTON ISD,4832730,90,0,0
TX,NIXON-SMILEY CISD,4832740,66,16,24.24242424
TX,NOCONA ISD,4832790,58,11,18.96551724
TX,NORDHEIM ISD,4832880,9,0,0
TX,NORMANGEE ISD,4832910,34,12,35.29411765
TX,NORTH EAST ISD,4832940,5179,2124,41.01177834
TX,NORTH HOPKINS ISD,4832970,39,0,0
TX,NORTH LAMAR ISD,4833010,214,22,10.28037383
TX,NORTH ZULCH ISD,4833030,28,2,7.142857143
TX,NORTHSIDE ISD,4833090,19,6,31.57894737
TX,NORTHSIDE ISD,4833120,7717,2014,26.0982247
TX,NORTHWEST ISD,4833180,1577,625,39.63221306
TX,NUECES CANYON CISD,4833240,24,0,0
TX,OAKWOOD ISD,4833340,14,0,0
TX,ODEM-EDROY ISD,4833360,72,11,15.27777778
TX,O'DONNELL ISD,4833390,24,0,0
TX,OGLESBY ISD,4833420,16,0,0
TX,OLFEN ISD,4833570,6,0,0
TX,OLNEY ISD,4833630,46,0,0
TX,OLTON ISD,4833660,59,0,0
TX,ONALASKA ISD,4833690,75,4,5.333333333
TX,ORANGE GROVE ISD,4833720,135,0,0
TX,ORANGEFIELD ISD,4833780,133,37,27.81954887
TX,ORE CITY ISD,4833840,66,9,13.63636364
TX,OVERTON ISD,4833870,35,0,0
TX,PADUCAH ISD,4833900,17,0,0
TX,PAINT CREEK ISD,4833960,10,0,0
TX,PAINT ROCK ISD,4833980,21,4,19.04761905
TX,PALACIOS ISD,4834020,113,21,18.5840708
TX,PALESTINE ISD,4834050,236,0,0
TX,PALMER ISD,4834110,76,14,18.42105263
TX,PAMPA ISD,4834170,255,2,0.784313725
TX,PANHANDLE ISD,4834230,51,7,13.7254902
TX,PARADISE ISD,4834260,96,21,21.875
TX,PARIS ISD,4834290,255,12,4.705882353
TX,PASADENA ISD,4834320,4104,714,17.39766082
TX,PATTON SPRINGS ISD,4834380,15,0,0
TX,PAWNEE ISD,4834410,10,0,0
TX,PEARLAND ISD,4834440,1722,691,40.12775842
TX,PEARSALL ISD,4834470,182,40,21.97802198
TX,PEASTER ISD,4834500,92,15,16.30434783
TX,PECOS-BARSTOW-TOYAH ISD,4834550,197,0,0
TX,PENELOPE ISD,4834560,12,0,0
TX,PERRIN-WHITT CISD,4834630,25,4,16
